"Country or Area","Year","Area","Duration of marriage","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Slovenia","2008","Total","10","Data tabulated by year of occurrence","Final figure, complete","2009","71",""
"Slovenia","2008","Total","11","Data tabulated by year of occurrence","Final figure, complete","2009","91",""
"Slovenia","2008","Total","12","Data tabulated by year of occurrence","Final figure, complete","2009","64",""
"Slovenia","2008","Total","13","Data tabulated by year of occurrence","Final figure, complete","2009","62",""
"Slovenia","2008","Total","14","Data tabulated by year of occurrence","Final figure, complete","2009","64",""
"Slovenia","2008","Total","15","Data tabulated by year of occurrence","Final figure, complete","2009","64",""
"Slovenia","2008","Total","16","Data tabulated by year of occurrence","Final figure, complete","2009","77",""
"Slovenia","2008","Total","17","Data tabulated by year of occurrence","Final figure, complete","2009","51",""
"Slovenia","2008","Total","18","Data tabulated by year of occurrence","Final figure, complete","2009","70",""
"Slovenia","2008","Total","19","Data tabulated by year of occurrence","Final figure, complete","2009","69",""
"Slovenia","2008","Total","20","Data tabulated by year of occurrence","Final figure, complete","2009","70",""
"Slovenia","2008","Total","21","Data tabulated by year of occurrence","Final figure, complete","2009","61",""
"Slovenia","2008","Total","22","Data tabulated by year of occurrence","Final figure, complete","2009","71",""
"Slovenia","2008","Total","23","Data tabulated by year of occurrence","Final figure, complete","2009","69",""
"Slovenia","2008","Total","24","Data tabulated by year of occurrence","Final figure, complete","2009","63",""
"Slovenia","2008","Total","25","Data tabulated by year of occurrence","Final figure, complete","2009","50",""
"Slovenia","2008","Total","26","Data tabulated by year of occurrence","Final figure, complete","2009","48",""
"Slovenia","2008","Total","27","Data tabulated by year of occurrence","Final figure, complete","2009","46",""
"Slovenia","2008","Total","28","Data tabulated by year of occurrence","Final figure, complete","2009","42",""
"Slovenia","2008","Total","29","Data tabulated by year of occurrence","Final figure, complete","2009","51",""
"Slovenia","2008","Total","30","Data tabulated by year of occurrence","Final figure, complete","2009","30",""
"Slovenia","2008","Total","31","Data tabulated by year of occurrence","Final figure, complete","2009","31",""
"Slovenia","2008","Total","32","Data tabulated by year of occurrence","Final figure, complete","2009","22",""
"Slovenia","2008","Total","33","Data tabulated by year of occurrence","Final figure, complete","2009","17",""
"Slovenia","2008","Total","34","Data tabulated by year of occurrence","Final figure, complete","2009","19",""
"Slovenia","2008","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2009","103",""
"Slovenia","2007","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2008","2617",""
"Slovenia","2007","Total","Less than 1","Data tabulated by year of occurrence","Final figure, complete","2008","30",""
"Slovenia","2007","Total","1","Data tabulated by year of occurrence","Final figure, complete","2008","69",""
"Slovenia","2007","Total","2","Data tabulated by year of occurrence","Final figure, complete","2008","111",""
"Slovenia","2007","Total","3","Data tabulated by year of occurrence","Final figure, complete","2008","99",""
"Slovenia","2007","Total","4","Data tabulated by year of occurrence","Final figure, complete","2008","101",""
"Slovenia","2007","Total","5","Data tabulated by year of occurrence","Final figure, complete","2008","115",""
"Slovenia","2007","Total","6","Data tabulated by year of occurrence","Final figure, complete","2008","102",""
"Slovenia","2007","Total","7","Data tabulated by year of occurrence","Final figure, complete","2008","103",""
"Slovenia","2007","Total","8","Data tabulated by year of occurrence","Final figure, complete","2008","78",""
"Slovenia","2007","Total","9","Data tabulated by year of occurrence","Final figure, complete","2008","89",""
"Slovenia","2007","Total","10","Data tabulated by year of occurrence","Final figure, complete","2008","95",""
"Slovenia","2007","Total","11","Data tabulated by year of occurrence","Final figure, complete","2008","81",""
"Slovenia","2007","Total","12","Data tabulated by year of occurrence","Final figure, complete","2008","63",""
"Slovenia","2007","Total","13","Data tabulated by year of occurrence","Final figure, complete","2008","96",""
"Slovenia","2007","Total","14","Data tabulated by year of occurrence","Final figure, complete","2008","82",""
"Slovenia","2007","Total","15","Data tabulated by year of occurrence","Final figure, complete","2008","76",""
"Slovenia","2007","Total","16","Data tabulated by year of occurrence","Final figure, complete","2008","74",""
"Slovenia","2007","Total","17","Data tabulated by year of occurrence","Final figure, complete","2008","85",""
"Slovenia","2007","Total","18","Data tabulated by year of occurrence","Final figure, complete","2008","82",""
"Slovenia","2007","Total","19","Data tabulated by year of occurrence","Final figure, complete","2008","88",""
"Slovenia","2007","Total","20","Data tabulated by year of occurrence","Final figure, complete","2008","68",""
"Slovenia","2007","Total","21","Data tabulated by year of occurrence","Final figure, complete","2008","66",""
"Slovenia","2007","Total","22","Data tabulated by year of occurrence","Final figure, complete","2008","60",""
"Slovenia","2007","Total","23","Data tabulated by year of occurrence","Final figure, complete","2008","69",""
"Slovenia","2007","Total","24","Data tabulated by year of occurrence","Final figure, complete","2008","68",""
"Slovenia","2007","Total","25","Data tabulated by year of occurrence","Final figure, complete","2008","70",""
"Slovenia","2007","Total","26","Data tabulated by year of occurrence","Final figure, complete","2008","56",""
"Slovenia","2007","Total","27","Data tabulated by year of occurrence","Final figure, complete","2008","54",""
"Slovenia","2007","Total","28","Data tabulated by year of occurrence","Final figure, complete","2008","58",""
"Slovenia","2007","Total","29","Data tabulated by year of occurrence","Final figure, complete","2008","51",""
"Slovenia","2007","Total","30","Data tabulated by year of occurrence","Final figure, complete","2008","46",""
"Slovenia","2007","Total","31","Data tabulated by year of occurrence","Final figure, complete","2008","42",""
"Slovenia","2007","Total","32","Data tabulated by year of occurrence","Final figure, complete","2008","27",""
"Slovenia","2007","Total","33","Data tabulated by year of occurrence","Final figure, complete","2008","19",""
"Slovenia","2007","Total","34","Data tabulated by year of occurrence","Final figure, complete","2008","20",""
"Slovenia","2007","Total","35 +","Data tabulated by year of occurrence","Final figure, complete","2008","124",""
"Slovenia","2004","Total","Total","Data tabulated by year of occurrence","Provisional figure","2005","2411",""
"Slovenia","2004","Total","Less than 1","Data tabulated by year of occurrence","Provisional figure","2005","31",""
"Slovenia","2004","Total","1","Data tabulated by year of occurrence","Provisional figure","2005","47",""
"Slovenia","2004","Total","2","Data tabulated by year of occurrence","Provisional figure","2005","86",""
"Slovenia","2004","Total","3","Data tabulated by year of occurrence","Provisional figure","2005","93",""
"Slovenia","2004","Total","4","Data tabulated by year of occurrence","Provisional figure","2005","104",""
"Slovenia","2004","Total","5","Data tabulated by year of occurrence","Provisional figure","2005","98",""
"Slovenia","2004","Total","6","Data tabulated by year of occurrence","Provisional figure","2005","92",""
"Slovenia","2004","Total","7","Data tabulated by year of occurrence","Provisional figure","2005","82",""
"Slovenia","2004","Total","8","Data tabulated by year of occurrence","Provisional figure","2005","88",""
"Slovenia","2004","Total","9","Data tabulated by year of occurrence","Provisional figure","2005","77",""
"Slovenia","2004","Total","10 - 14","Data tabulated by year of occurrence","Provisional figure","2005","402",""
